,amp1mean,amp1std,amp1skew,amp1kurt,amp1dmean,amp1dstd,amp1dskew,amp1dkurt,amp10mean,amp10std,amp10skew,amp10kurt,amp10dmean,amp10dstd,amp10dskew,amp10dkurt,amp100mean,amp100std,amp100skew,amp100kurt,amp100dmean,amp100dstd,amp100dskew,amp100dkurt,amp1000mean,amp1000std,amp1000skew,amp1000kurt,amp1000dmean,amp1000dstd,amp1000dskew,amp1000dkurt,power1,power2,power3,power4,power5,power6,power7,power8,power9,power10
BeastieBoys\07 An Open Letter to NYC.mp3,-6.03435833333,8437.16222095,0.0484050170741,4.46905268804,-0.0052983421639,3037.76381162,0.106650478651,7.63493546032,-6.03435833333,7766.51221613,0.0609211394786,5.01085023863,-0.0337022283705,4814.24804651,0.00982808628,5.5020605755,-6.03435833333,3348.86082011,0.18593770587,5.91181968601,0.125519253209,6147.84346057,0.00887433260024,6.02268274565,-6.03435833333,263.218421043,-0.0527982606005,5.36355356872,-0.819085141903,430.384682568,0.0622693496133,6.31124034843,0.361335140743,0.189486175726,0.0841920699569,0.0673878062243,0.0597597715256,0.0637468706975,0.0473456332878,0.0483311016609,0.0388275770275,0.0395878531511
BeastieBoys\08 Root Down.mp3,-55.6323016667,8702.11750307,-0.0576534440755,4.26438928658,-0.0249567082612,3532.58971626,0.130442671496,10.8022301562,-55.6323016667,7380.21988598,-0.0891436124479,4.68723881026,-0.303485058084,7484.56857321,0.041177113313,5.01650630795,-55.6323016667,1670.03149528,-0.187429406727,4.74343909325,-0.644164027338,2979.92825232,0.0791829590512,4.33371320924,-55.6323016667,174.326255693,-0.0207082550927,4.28462506681,-0.590340567613,305.654398452,0.11139515478,4.63031853652,0.400003800351,0.185049713786,0.0882885879119,0.0774087603901,0.061105421869,0.0551560255644,0.0385833532717,0.0369586230287,0.0315550582764,0.0258906555509
BeastieBoys\09 Shake Your Rump.mp3,-233.229603333,8995.9658135,-0.246398775622,5.29753740324,-0.00221000368334,3278.69716727,0.0805423739457,9.54149506001,-233.229603333,8312.67714064,-0.312871288157,6.06968180464,-0.00961349355822,5599.17680235,0.0136684212879,7.17408152726,-233.229603333,3591.14450106,-0.377420219761,5.78634424584,-0.0144457409568,6627.80415668,0.115108464543,5.57251655688,-233.229603333,230.648837068,-0.137272419031,5.99626408738,0.162754590985,384.831975756,0.0569738618522,7.23555840253,0.404238058967,0.134960506619,0.0926074688769,0.0794081856603,0.0603941533009,0.0603074054817,0.0492709692185,0.042635804562,0.0416833316529,0.0344941156607
BeastieBoys\10 Intergalactic.mp3,-19.4512383333,9654.87819621,0.0553821581098,3.74987215504,0.0129183548639,4527.05812039,-0.0511644022867,6.78630599523,-19.4512383333,8763.43238629,0.0667502826052,4.29295038566,0.0981299688328,5460.17221169,-0.102333997755,7.79051801454,-19.4512383333,5201.82257521,0.0556789469419,4.59024536841,0.00266211035171,10065.2529528,-0.0251064308814,4.63558776897,-19.4512383333,405.878616357,0.423495393439,4.28817355546,1.08027712855,661.435428735,-0.0298425520775,4.40117976502,0.328386986678,0.116558116645,0.0900468490689,0.0851546102699,0.0959664756909,0.0817955441467,0.0592157586148,0.0554372710569,0.0450673474402,0.0423710403887
BeastieBoys\11 Sure Shot.mp3,-108.559746667,10874.8658822,0.0318132226837,3.9100782153,0.0183266972112,4267.31745384,0.0210557817203,7.12860791759,-108.559746667,9573.21671094,0.0402987063055,4.50763297158,0.223123718729,7367.6092779,-0.0853554900608,5.56910874957,-108.559746667,3835.0924488,-0.104425925872,8.56463733758,-0.979796632772,7185.33184256,-0.0810426996733,8.87724842002,-108.559746667,366.637117181,-1.23552796049,7.0592894271,-0.291492487479,603.536538041,-0.0988210465658,6.18242768289,0.352491641215,0.195079396244,0.0940997340077,0.0825527210406,0.0595743688568,0.0587114195434,0.045395628927,0.044012067502,0.03549273163,0.032590291033
BeastieBoys\12 Body Movin' (Fatboy Slim Remix).mp3,-18.3907733333,8701.38180487,0.0049155008996,2.93701909051,-0.00386667311112,4224.92745324,0.0496179861273,4.21226761142,-18.3907733333,7321.99729559,-0.0132728410503,3.09535978763,-0.269656160936,6343.68567801,0.0539001166379,3.17030713348,-18.3907733333,2363.05953911,0.0525292324486,3.37600701258,-0.163847307885,4193.49010198,0.056722714814,3.47699183456,-18.3907733333,239.306619024,0.0199533934101,3.16578718991,-0.0842621035058,410.987119412,-0.0492804575707,3.41464112118,0.358087227647,0.170353161461,0.0966519517351,0.094909312075,0.0773601893519,0.0586691224738,0.0411243733113,0.0360224936771,0.0318972729429,0.0349248953243
BeastieBoys\15 Fight for Your Right.mp3,2.24713166667,8746.9061374,-0.0410265098956,4.06872518075,0.0191733652889,5011.76940537,0.00669510059689,6.23779319814,2.24713166667,7436.56695297,-0.0536971148769,4.80589564844,0.169812830214,6284.86271665,-0.026440207724,4.17884852528,2.24713166667,2765.86138572,0.0956752267534,12.2121167569,0.100648441407,5232.17257057,0.0145207153957,12.7264278729,2.24713166667,245.170416799,0.221496545944,5.44200684225,0.422342237062,427.341637627,0.166729938479,5.15871639079,0.300665640982,0.140150903347,0.0841185813212,0.0771719644785,0.0869025923203,0.0816409026114,0.0701999900048,0.0615905372282,0.0529926868491,0.0445662008575
Garrett\01 Smooth Criminal 1.mp3,-0.995711666667,7715.33283746,-0.0372392442564,4.26611277543,-0.0374617291029,4975.14059637,0.00401537762175,6.4185343023,-0.995711666667,6293.13433741,-0.070449513993,5.23767983687,-0.388306471775,6076.37845679,0.0294176256386,4.04991003214,-0.995711666667,1859.80012373,0.193003902146,11.7249751459,-0.387094515753,3352.85109517,-0.190398155794,11.9282918915,-0.995711666667,183.171452638,-0.272500632299,5.14984350055,-0.540590984975,316.44207623,-0.21489350437,4.85273461889,0.340448450447,0.136669576138,0.0710840010098,0.0586443272013,0.0700882301083,0.0724884569925,0.0754653281869,0.084243169443,0.0560588009114,0.0348096595616
Garrett\02 Who Wants to Live Forever_ 1.mp3,-0.0300116666667,3314.30802426,0.0175050718854,9.12279625979,0.000340000566668,1933.09843507,0.0526036988486,12.7688885708,-0.0300116666667,2361.14303369,-0.00293829056954,9.17667841183,0.0787613126885,3481.69802156,-0.00289118500808,8.41845297089,-0.0300116666667,366.397954754,0.480774656363,18.1884794645,0.127014502417,613.714783568,0.273436370702,19.2388319483,-0.0300116666667,38.8955287428,-0.00522319890936,17.3110034355,0.0388998330551,71.1377164964,-0.0585039753627,18.7250602222,0.276829655868,0.177685146155,0.142310575112,0.0644988248873,0.0678332764279,0.077163556678,0.0520772264922,0.0699600178541,0.0441328531792,0.0275088673464
Garrett\03 Clair de Lune 1.mp3,-0.659031666667,4694.13730869,0.0371348102395,3.69846272885,-0.00422167370279,3403.1920418,0.00152193361148,4.66302583574,-0.659031666667,2861.40786939,0.0502211002137,4.01891560201,-0.00971682861381,4308.23938135,0.00943141223377,4.60565340889,-0.659031666667,735.692385074,-0.0471191270914,6.03388382937,-0.205649274879,1366.49416192,-0.0271334885429,6.30796758037,-0.659031666667,42.800332125,0.320967004294,4.67145751049,-0.105297161937,70.205030164,0.387029860578,4.57607740886,0.217163425204,0.208319514447,0.12685003346,0.066472090676,0.0856037593013,0.0836073307463,0.0776916538662,0.0648029769253,0.0484215482481,0.0210676671263
Garrett\04 He's a Pirate (Pirates of the Car 1.mp3,0.06265,4906.55231487,0.042798037949,6.46978593905,-0.0218233697056,2699.70413424,-0.0609674523074,12.1043777116,0.06265,3737.27297251,0.0567930291239,6.53291408145,-0.105158419307,4514.28442221,-0.0430800899929,7.53427791121,0.06265,1122.2871859,-0.151823548671,9.18494485027,-0.130778463077,1908.9032818,-0.0722751698451,10.1051805369,0.06265,89.202891837,0.0553816817086,5.5204887686,0.377385642738,152.035025874,0.208047563361,5.52564273954,0.329264370254,0.178524084806,0.117537080645,0.0608690527253,0.0706919078685,0.0609460717421,0.0644973962706,0.0567846035496,0.0380536768434,0.0228317552954
Garrett\05 Summertime 1.mp3,-1.179575,3929.95245282,0.0448078161049,3.81503899582,0.00159666932778,1885.44004199,-0.0307820647036,5.35102024091,-1.179575,3031.20752694,0.0439865248948,4.30570523331,0.0336505608427,3886.19259971,0.0141400494637,3.90850236631,-1.179575,718.133561251,0.157679055684,13.7648457925,0.0702267044507,1248.51314126,-0.203257363325,16.5985274241,-1.179575,70.0148229905,-0.108230529576,5.79307753184,0.223567612688,122.194183186,0.00176182306027,5.93500822256,0.362449423761,0.197887500345,0.0919100647621,0.0719722421429,0.0520497160915,0.0475497343123,0.0499861599681,0.0646241912947,0.0386788755953,0.0228920917267
Garrett\09 O Mio Babbino Caro 1.mp3,-0.88339,4987.70188657,0.0133392103587,5.12681646598,0.0126033543389,3146.06456537,-0.0394728622555,7.25256544865,-0.88339,3479.97163037,-0.0135585667663,5.21140870292,0.144065734429,4951.93501912,-0.00790930078649,5.35489829232,-0.88339,957.358848089,0.00537955808968,6.00012805539,-0.032527087848,1782.33135149,0.0159516096874,6.06610180631,-0.88339,54.4981461399,-0.205118505961,5.64776818741,-0.147061769616,89.2922791506,0.129142973008,6.14635317261,0.285687057758,0.196530931697,0.106030253898,0.0624098719438,0.0846524719161,0.061960315075,0.0718861089347,0.0752240047099,0.0322631770659,0.023355807002
