,amp1mean,amp1std,amp1skew,amp1kurt,amp1dmean,amp1dstd,amp1dskew,amp1dkurt,amp10mean,amp10std,amp10skew,amp10kurt,amp10dmean,amp10dstd,amp10dskew,amp10dkurt,amp100mean,amp100std,amp100skew,amp100kurt,amp100dmean,amp100dstd,amp100dskew,amp100dkurt,amp1000mean,amp1000std,amp1000skew,amp1000kurt,amp1000dmean,amp1000dstd,amp1000dskew,amp1000dkurt,power1,power2,power3,power4,power5,power6,power7,power8,power9,power10
Garrett\04 He's a Pirate (Pirates of the Car 1.mp3,0.456206666667,8082.83265345,-0.000383621573003,3.77223055882,0.0103700172834,4901.44110145,0.0132407281607,7.9396438457,0.456206666667,6137.92941187,-0.00120882565966,3.67826141856,-0.00332672211204,7057.35384341,-0.0575091033315,4.44616870191,0.456206666667,1677.97036955,0.0193040268116,4.26598715645,-0.0666361060177,2950.8358611,0.0396482067804,4.21565011471,0.456206666667,148.225350126,-0.0104100810393,3.36770607731,-0.019429048414,259.70174514,0.117348817648,3.20298287232,0.325685349784,0.174262925897,0.0946177283081,0.0707440177454,0.0736835341351,0.0627885572783,0.0614854726186,0.0707932808556,0.040542433435,0.0253966999431
Garrett\05 Summertime 1.mp3,-0.225783333333,5503.53608989,0.04472637939,3.82186192341,-0.00123500205834,2823.40360285,-0.0753693775856,4.44173852789,-0.225783333333,4219.67328149,0.0140559656024,4.17676989907,-0.0274954582576,5231.18168339,-0.0184388120677,4.89125510025,-0.225783333333,1045.02370079,0.0111142649646,6.71433316103,0.00764294049008,1742.6385789,-0.14700671173,8.38319368018,-0.225783333333,113.205013888,0.0554297479876,3.92319910265,-0.0389248747913,206.373856455,-0.0396218783879,4.01685519298,0.32566114462,0.185251561853,0.121963534905,0.0713808921463,0.0634377453639,0.0493216714885,0.0476971754732,0.0609823892449,0.0379994278144,0.036304457091
Garrett\09 O Mio Babbino Caro 1.mp3,0.00445666666667,4402.09624296,0.0166112867954,5.42843443693,0.00944501574169,3001.80821203,-0.0335315083902,8.96699360743,0.00445666666667,3165.1652983,0.038289359827,5.23209012563,-0.0512191869865,4303.49417839,-0.0243225327205,5.02332783592,0.00445666666666,691.995953625,0.0376954178541,6.92116234043,0.0440206701117,1265.16839883,-0.0436884002086,7.27020266289,0.00445666666667,62.256495184,-0.157542186984,7.26188335359,-0.147921535893,104.575474403,0.143421152237,7.50565546922,0.278920353118,0.15975837726,0.10809823744,0.0642992434477,0.0960965867333,0.0609920092293,0.0801673410983,0.0760541569761,0.0383469451594,0.0372667495386
Garrett\10 Air.mp3,-0.81261,6383.22443381,-0.00651895300878,3.97558775013,-0.0150700251167,2876.96854894,-0.0204518257083,5.20928687592,-0.81261,5345.01065482,-0.00337695237749,4.80998745498,0.0397789963166,5123.25176831,0.0117306156892,3.77576825304,-0.81261,1742.31039921,-0.203887983106,15.929855288,-0.0437239539923,3176.36252661,-0.234860313599,16.8594918374,-0.81261,273.963535598,-0.3817328141,5.12530228135,0.070285475793,481.086378166,-0.665995738125,5.03337322713,0.353588096485,0.192886029807,0.0920787504353,0.0736820812236,0.0689263259523,0.053792881361,0.059873014434,0.056020202264,0.0300361882008,0.0191164298373
Garrett\11 Thunderstruck.mp3,2.38707333333,7596.62649368,-0.00381728426498,3.78391586995,-0.0170450284084,4426.35984417,-0.00350340522383,4.25939760302,2.38707333333,6144.47735289,0.0151753266157,4.58000226907,0.097261621027,5196.35729956,-0.0235421963985,4.45062891805,2.38707333333,1933.70093259,0.00826913134614,6.1745628093,0.0691148524754,3433.58254676,-0.118033753448,6.78827387969,2.38707333333,181.800152537,-0.015788843433,4.871713501,0.0767846410684,301.944806473,0.0451601372752,5.20549247925,0.323092404028,0.159112380827,0.0957499966615,0.0710053058412,0.069474050313,0.0740995254054,0.0673500441873,0.0554904064668,0.0492761244948,0.0353497617757
Garrett\12 New Day.mp3,0.85058,5029.79295586,0.02184249964,3.49426446523,-0.00269000448334,3006.30696716,-0.000511564086052,4.0282612687,0.85058,3656.90454478,0.071587679462,3.93776997245,-0.0666277771296,4329.19950277,0.00555989124015,3.62089066443,0.85058,901.357590241,0.0982935313399,10.3939229598,0.338824804134,1579.85927735,-0.294446840481,11.5322216879,0.85058,86.06709212,-0.019220418247,5.37202610346,0.357641068447,149.023605385,0.0147852133885,5.67053395973,0.291367311767,0.196217186505,0.111213420812,0.0688498204215,0.0716219058113,0.0623817259212,0.0742941990064,0.0625677983818,0.0380016246654,0.0234850067093
Garrett\14 Rock Prelude.mp3,1.735495,6736.31411914,0.053369962018,4.4092338594,0.001215002025,4240.82333242,0.0287016565686,5.93685941634,1.735495,5570.50435557,0.0910947793087,5.03279990246,0.0329188819814,5509.79163201,-0.0568520679783,4.6502577734,1.735495,1861.40095984,-0.167081236782,13.8335991983,-0.00270711785297,3389.55149577,-0.0314703408945,13.9719522949,1.735495,173.350696284,0.371727877038,9.17202653998,-0.292933222037,294.898192357,0.0604338971899,7.70893787377,0.354316501489,0.119715830269,0.0723837093646,0.0745569179873,0.0709324852041,0.0693957865771,0.0570442049975,0.0908258426712,0.0489024192083,0.0419263022313
Garrett\16 Little Wing.mp3,-0.696653333333,5414.13317231,-0.0211059647437,3.14920206159,0.00675001125002,4843.6721336,-0.0109723114262,3.6868650592,-0.696653333333,3789.47727276,-0.0415032138143,3.19838184209,0.0362272704545,4266.22418333,-0.0380084485226,3.63668237327,-0.696653333333,628.817558533,0.0619222371541,6.19890059605,0.00586931155192,1043.04218936,-0.0330264818469,6.76350065414,-0.696653333333,70.7576381901,-0.138106828116,3.08890471314,-0.0851585976628,121.541295527,-0.00838875489816,3.29111846366,0.230587813276,0.12171100451,0.0755223974945,0.0774553338794,0.102990888811,0.103635011915,0.0914632564596,0.095871469086,0.0555880413961,0.0451747831722
LanaDelRey\01 Born to Die.mp3,15.795625,8757.57444173,-0.0960292162431,3.40161436376,-0.00510667517779,4169.72362908,-0.019818951558,4.99190143463,15.795625,6802.5063212,-0.0274254541828,3.86050965817,-0.0534992249871,7422.91900018,0.0978672444111,3.45048870362,15.795625,2612.51789406,-0.0190285502512,4.7282390727,0.162092015336,4848.12851514,0.0641418865955,5.06906876828,15.795625,219.967075578,0.108289456838,3.95421142189,0.54856427379,367.223379942,0.132086781626,4.20109939202,0.323785048745,0.226365121529,0.113146813825,0.0950370511555,0.0605794328618,0.0519348264119,0.0409284562132,0.0345429655921,0.0293012315279,0.024379052138
LanaDelRey\02 Off to the Races.mp3,-3.66694,9983.43934687,0.0109300197444,3.02854418402,0.0268433780723,5247.34618077,-0.134301638183,5.35565158559,-3.66694,8277.94810647,-0.00289800856525,3.17468875495,0.17693961566,6815.60131703,-0.0270280960084,4.1210944769,-3.66694,4107.77797474,-0.00594468509738,3.01927547628,-0.432153692282,7331.34494862,-0.024809810323,3.07149253842,-3.66694,352.851901643,-0.0512506153292,3.89073392508,0.201595993322,590.15000924,-0.22145285131,4.00876181712,0.309097482882,0.171682670761,0.106717243672,0.0874889477088,0.0778002366187,0.0640288863629,0.0604175794423,0.0580397271196,0.0360786592427,0.0286485661893
LanaDelRey\03 Blue Jeans (Remastered).mp3,1.95713833333,8771.79939846,0.00324355591386,3.41332112803,0.0158466930778,4973.53281549,0.0525470235201,5.5928088732,1.95713833333,6473.67025641,0.0365057908844,3.79694354111,0.0381139685662,7050.63563016,0.0767381547995,3.78979506928,1.95713833333,1950.05026427,0.197483881978,4.84677360667,0.312753792299,3523.40575347,0.014509115392,4.81175132873,1.95713833333,172.123749481,-0.124120930244,3.93033536735,0.266632721202,286.20960887,0.0276710746972,4.52846620416,0.283939549473,0.219845317995,0.118637173002,0.0861105924526,0.0577400116338,0.0466707538251,0.0644135302455,0.059510235615,0.0341524347145,0.0289804010429
LanaDelRey\04 Video Games (Remastered).mp3,13.0779016667,7563.06047944,-0.203896751819,3.63891092637,0.00133333555556,3153.42380017,0.779877117945,11.9976663297,13.0779016667,6008.68874808,-0.0927407085872,3.77527874797,-0.037693961566,7224.5753119,0.00112195793017,3.27130071366,13.0779016667,1295.288463,0.0403371782026,5.41786681627,-0.0841640273379,2263.75150507,-0.0171265320561,6.02329526226,13.0779016667,135.907350138,0.139570937465,7.29324390938,-0.0993338898164,232.065822788,-0.127915117013,7.20598360419,0.366896258557,0.222085124565,0.115707600961,0.0759798486329,0.0508386169829,0.0397278993017,0.0390619062113,0.0292092651195,0.0353697604909,0.025123719178
LanaDelRey\05 Diet Mountain Dew.mp3,7.412285,9315.48813082,-0.0399069784702,3.52795062238,0.0271517119195,4141.96049926,-0.0872226107019,5.55072760565,7.412285,7703.08672929,0.0207731775131,4.10957188772,0.232623877065,8620.221418,0.0525059981148,3.82372232173,7.412285,1713.41574731,-0.0832302934569,7.71395430782,0.287266211035,3066.82710469,0.0881393549769,7.94969591085,7.412285,163.390302188,0.0268260323755,4.52045893232,0.135467445743,272.15809727,0.191768458759,4.21756852518,0.385462112397,0.180104420597,0.0916724204387,0.0809594023496,0.0693042785999,0.0490034961655,0.0478067760559,0.0350451436674,0.0315039859427,0.0291379637854
LanaDelRey\06 National Anthem.mp3,-4.40248166667,9944.43318654,0.0269475612657,3.39751372575,-0.00934834891391,4290.35404101,0.0112358355333,5.1618051168,-4.40248166667,7813.94348162,-0.0279022741887,4.16597675151,0.0765246087435,9563.96050468,-0.06078950725,4.33573822705,-4.40248166667,2390.97251079,0.209276602556,15.5828646151,-0.0495632605434,4525.73039148,-0.0188656519679,16.3809569305,-4.40248166667,200.641634098,0.196207534252,5.57024295525,-0.206903171953,344.225544743,-0.134428748656,5.62112958303,0.361399239981,0.218499296853,0.12432291731,0.0848953288452,0.0567157517409,0.042484947572,0.0402289028861,0.0296425598252,0.0228347971053,0.0189762578812
LanaDelRey\07 Dark Paradise.mp3,-7.53637166667,8799.66839943,0.060561747451,3.15643091382,-0.00387500645834,3303.74956106,0.0658268005547,5.41744418158,-7.53637166667,7716.43980587,0.0241726720059,3.27019848647,0.0482774712912,5827.562612,0.0601939889772,3.72692631037,-7.53637166667,4420.38863743,-0.0298255262017,2.83774209535,-0.0400283380564,8714.45932708,0.0184031777827,2.83446679005,-7.53637166667,245.090124817,-0.391383119629,3.21082691194,0.066040066778,341.20195655,-0.233985355387,3.13112631041,0.343097240075,0.201356461313,0.125496537387,0.0800128448431,0.0568772564323,0.0462363137676,0.0392616700258,0.0329995441433,0.0390768465054,0.0355852855078
LanaDelRey\08 Radio.mp3,-14.9010966667,10027.0958221,0.0439943474174,2.88324796364,0.0116350193917,4904.58100812,-0.0140787324355,4.55695393829,-14.9010966667,7972.83147031,0.0292678315551,3.23850865,-0.0294404906748,8939.66402287,0.00600778274672,3.16954042516,-14.9010966667,2793.46680803,0.225627998921,7.53470938387,-0.45808468078,5247.45212648,-0.0846868338465,8.05796093275,-14.9010966667,245.974322666,0.141157672798,3.36705679895,-0.306626043406,439.698982997,0.0721881773092,3.35407576668,0.344922101501,0.192770100306,0.107661241513,0.0786306298559,0.0678195325577,0.0563084221271,0.0469317894728,0.0423180414948,0.0331904274457,0.0294477137266
LanaDelRey\09 Carmen.mp3,3.9964,7847.57988362,-0.0657793504153,3.77284254571,0.00131166885278,2971.55752504,-0.000779124938051,5.48496776936,3.9964,6659.33389005,-0.037099595055,4.21446963487,0.0359939332322,5450.55440163,-0.0406449004335,4.95398369089,3.9964,3677.09398113,0.280376475587,4.03557352878,-1.06426904484,6485.71022494,-0.24617446457,4.09248160408,3.9964,296.783368712,0.82127666172,4.84215421764,-0.680631051753,530.706407038,-0.116348636406,4.51367474602,0.355701090237,0.213602377165,0.141800906499,0.0874342441368,0.0537094756808,0.0367220739529,0.037064832778,0.0301093865706,0.0250290065936,0.018826606386
LanaDelRey\10 Million Dollar Man.mp3,13.4121466667,8861.66004671,-0.063218025844,3.38545929757,0.000445000741668,4763.53071325,0.0172710434928,5.47413682091,13.4121466667,6159.19439137,0.047129031601,3.84271297087,-0.0417656960949,7414.9327827,0.162075777994,3.82116490723,13.4121466667,2021.74497334,-0.0397119779106,9.74892675078,1.37558759793,3792.32418024,-0.00473353826817,11.1031207397,13.4121466667,164.569616014,0.146215196519,4.99493496233,0.415704507513,272.395798611,-0.0455088875566,5.24042286451,0.289282408271,0.248100635284,0.114963189551,0.0870733901452,0.0741561833914,0.0592802090312,0.046856385839,0.0318157453114,0.02804453831,0.0204273148658
LanaDelRey\11 Summertime Sadness.mp3,4.62722833333,8939.86278929,-0.0155119555126,3.1114109993,0.00530834218057,4268.07526692,-0.137371960162,5.20797488088,4.62722833333,7203.67683402,0.0161056692985,3.23645436571,-0.0138685644761,6464.41114748,-0.0368885848441,3.56659424689,4.62722833333,2840.60304514,-0.0173192442022,3.87398486061,1.12999666611,5325.56934428,-0.04760945279,3.98611728721,4.62722833333,246.621274237,-0.043737785169,4.47253155843,0.302687813022,432.014537672,-0.132634597874,4.58406343904,0.315362103448,0.216623780169,0.120252901986,0.0862454199367,0.0602947668426,0.0476465977119,0.0467868714509,0.0370863394748,0.0387670261922,0.0309341927882
LanaDelRey\12 This Is What Makes Us Girls.mp3,-2.55632333333,7867.89733714,0.0274343688233,4.26423679081,0.0308483847473,3399.98473454,-0.0506060461706,7.43429436978,-2.55632333333,6598.14941798,0.0963906487128,5.07192341848,-0.0241754029234,5690.86457705,-0.0618473632683,5.25963640773,-2.55632333333,2580.36874082,-0.0665950126741,6.8244252429,-0.373435572595,4798.23320967,0.00886260238568,7.24670129487,-2.55632333333,192.829370605,0.0430815396825,5.34237915641,-0.552337228715,309.905876875,0.155315891657,5.91575063519,0.341031873462,0.187684681686,0.131743748788,0.0888196132238,0.0636012861764,0.0497973111329,0.0423381845781,0.035658216187,0.0317264482211,0.0275986365445
RageAgainstTheMachine\01 Bombtrack.mp3,-1.61904833333,6676.28520267,0.0242893113856,4.02442918615,0.00640001066668,3931.42017612,0.0760498488125,5.3735928481,-1.61904833333,5042.43937967,-0.0135475041997,4.98569590789,0.134212236871,4583.10585807,0.0843951737407,4.61730053107,-1.61904833333,1740.85811633,0.0463538711333,8.18496886426,0.463060510085,3256.94158722,-0.015454359247,8.37304913965,-1.61904833333,158.652318507,0.0283281085035,4.87421879466,0.0656410684474,271.868615788,0.0214419558642,4.71919182886,0.292877624788,0.172712321853,0.161146054174,0.0775356808373,0.0686073176355,0.0595697395373,0.0524159690134,0.0427920461706,0.0373737212841,0.034969524707
RageAgainstTheMachine\02 Killing In the Name.mp3,-1.62242,6288.34630136,0.0214700174911,4.42049318642,0.016575027625,4210.30166911,0.0791933891327,6.83036149143,-1.62242,5009.22693501,-0.00801194838544,4.91136956103,-0.00343505725096,4847.43604685,0.0917246615278,4.98509166724,-1.62242,1560.60565403,0.280432477855,8.24176332066,0.00528921486915,2865.11472396,-0.0716883508892,9.10562719685,-1.62242,142.036357393,0.023095774662,4.82055526197,-0.150198664441,246.381952559,-0.0889928242562,4.53853684286,0.314564536046,0.136133801054,0.086926456845,0.0742121271128,0.0875882850776,0.0811539401112,0.0674657481691,0.0564986542013,0.0487487213287,0.0467077300542
RageAgainstTheMachine\03 Take the Power Back.mp3,-0.35032,6327.88717559,0.0198750156944,5.20613043287,0.00887501479169,4317.107788,-0.0458894965882,5.64307236955,-0.35032,5024.66400777,0.0900219460593,7.5106995936,0.0268621143686,4465.47234726,0.163296427439,5.9970146409,-0.35032,1915.59953947,0.103190529644,11.9027361199,0.0089914985831,3593.28633852,-0.045061922799,12.447241911,-0.35032,163.185909793,-0.13781928488,6.04656407885,0.0115492487479,285.582804029,-0.203771508466,5.88732647812,0.301839789972,0.129970707187,0.0961335433296,0.0872985825945,0.100765224335,0.0812774644969,0.0642206357307,0.0567744829625,0.0451842021843,0.0365353672063
RageAgainstTheMachine\04 Settle for Nothing.mp3,0.402051666667,5612.62668478,-0.0581783168083,4.89371425595,-0.0131933553223,3848.06990772,0.00623268751065,5.51926465817,0.402051666667,4276.55624912,-0.187363815454,6.11557320338,-0.037573959566,3597.2607212,-0.042113418344,6.43273470513,0.402051666667,1760.29889548,-0.015897525132,6.02237608623,0.32939489915,3392.48330472,0.0505661998251,5.88303088824,0.402051666667,152.826028946,-0.00637621993813,4.14665460119,0.321210350584,266.419579637,-0.34509555843,4.04915272348,0.269121043933,0.159565317249,0.112791822437,0.0910222869456,0.0915259482246,0.078326621025,0.0559787831317,0.0559878952085,0.0504826014069,0.0351976804386
RageAgainstTheMachine\05 Bullet In the Head.mp3,-0.329395,6580.94007572,0.067836299302,4.46105871378,-0.00357667262779,3569.71251772,0.175244522386,7.4479705112,-0.329395,5463.57660401,0.103301521908,4.86906336625,-0.0847947465791,4719.87741635,0.258326194689,6.29833767222,-0.329395,1948.11194521,-0.0691279095089,6.51423723752,-0.166459409902,3634.00737714,-0.0329639402227,6.50611387641,-0.329395,160.92102735,0.141776948098,4.85079551853,-0.0246677796327,276.580687502,-0.0852516034962,5.35899085672,0.321609951858,0.141787078822,0.122304262565,0.0996436933256,0.0790286881132,0.0607380925083,0.0537007091404,0.043106766642,0.0356204897558,0.0424602672702
RageAgainstTheMachine\06 Know Your Enemy.mp3,-0.31316,5256.01728134,-0.0526193078442,4.76369546919,-0.000716667861113,2921.70706759,-0.158524428221,7.87047371931,-0.31316,4402.28201169,-0.0497787923519,5.10729549209,-0.08792979883,4071.16554798,0.107816023959,5.47434642205,-0.31316,1224.58946475,-0.258274291722,8.20926957273,-0.191965327555,2237.07924971,0.0863561848465,8.59291705465,-0.31316,123.621716773,-0.0826694879023,5.08436548428,-0.238712854758,218.056747391,-0.105840041873,4.78570568418,0.349081237542,0.136707190229,0.0884001332062,0.0833137937666,0.08314756478,0.0707267580191,0.0614615954399,0.047865346233,0.042369733381,0.0369266474026
RageAgainstTheMachine\07 Wake Up.mp3,-1.23381,5647.40872555,0.00385276649319,4.40785241547,-0.0100116833528,3337.85495169,-0.172021561676,7.01289127807,-1.23381,4539.42633628,0.043072049222,5.12861076868,-0.0885114751912,4122.11522164,-0.023166647987,5.4209249673,-1.23381,1632.15465663,0.132983429989,8.39174010788,0.0300233372229,3056.33498467,-0.042472773016,9.12677886289,-1.23381,146.001004564,-0.0109530144586,4.26528154881,0.130330550918,257.560297027,0.148417300184,4.18208668384,0.323715241942,0.140210013678,0.110187777671,0.0917770492809,0.0835822530933,0.0720053646523,0.057443700683,0.045237558781,0.0398147137396,0.0360263264789
RageAgainstTheMachine\08 Fistful of Steel.mp3,0.49299,4694.99625076,-0.0744610291627,7.59797350948,-0.00294667157779,2436.6269844,-0.041176559534,9.67606297174,0.49299,4080.29862597,-0.108585463971,9.35006016607,-0.00846347439124,3171.53109748,-0.0471212174307,12.7742804589,0.49299,1713.91265272,0.0961511967064,14.3802731114,-0.131285214202,3270.20455467,-0.0758344430049,14.8942255256,0.49299,145.100273205,-0.0245139999357,8.48446237694,-0.173959933222,254.950378904,-0.217355862558,8.12366022016,0.3557071313,0.117329513081,0.109007730988,0.079455016576,0.0777092330843,0.070880867328,0.0570321615603,0.052003238687,0.0436637650834,0.037211342312
RageAgainstTheMachine\09 Township Rebellion.mp3,-0.612568333333,5116.93709603,0.0384989494466,5.41179609883,0.00350833918057,2609.41403895,0.00262779791849,6.77285945564,-0.612568333333,4450.80654406,0.0394917344491,6.89085634277,-0.0249937498958,3242.29442207,0.0156194000354,6.26126462044,-0.612568333333,1913.65187358,0.048245082933,10.4053364551,-0.323947324554,3597.6448713,-0.0413959492012,11.2492454628,-0.612568333333,162.091488149,-0.0476037110571,4.84357322363,-0.412572621035,281.745739228,0.0528680086246,4.82851752807,0.345842729791,0.154797909901,0.0913442536388,0.0625581059987,0.0752184640241,0.0738856012629,0.0654444973247,0.0556117252589,0.0394446862747,0.0358520265253
RageAgainstTheMachine\10 Freedom.mp3,-0.78969,5836.1554651,0.0598901764472,4.83623632564,-0.0069066781778,2814.67409648,-0.044189862085,8.93194995436,-0.78969,5262.3414387,0.0916390875636,5.50305782506,-0.073709561826,3846.17323698,0.025769201992,5.04530222235,-0.78969,2397.85351734,0.00611546735929,7.09908133995,-0.955095849308,4573.57861321,-0.0226823876886,7.42696391287,-0.78969,206.160726592,-0.10146710948,4.56360193898,-0.687681135225,360.67399653,-0.129261607942,4.56990483113,0.386155971457,0.106572618288,0.0786355652458,0.0630983283329,0.0776921245664,0.0754496097912,0.0625869971708,0.0614258056811,0.0458837510377,0.0424992284284
